Type,Region,Name,Data Type,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP
Single,Bermuda,Bermuda 500MB/Day,Daily Unlimited,$3.02 ,$6.04 ,BM,0,1,BM_0.5_Daily,BM,PDDBL3WVS,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Bermuda,Bermuda 5GB 30Days,Data in Total,$22.29 ,$44.58 ,BM,5,30,BM_5_30,BM,PCQNFKWJY,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Bolivia,Bolivia 100MB 7Days,Data in Total,$0.63 ,$1.26 ,BO,0,7,BO_0.1_7,BO,PWB2NZA39,First Installation,180,3G/4G,Data Reloadable for same area within validitity,IL
Single,Bolivia,Bolivia 500MB 7Days,Data in Total,$3.10 ,$6.20 ,BO,0,7,BO_0.5_7,BO,P3TUFRWYX,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,IL
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 1GB/Day,Daily Unlimited,$1.36 ,$2.72 ,BA,1,1,BA_1_Daily,BA,PJBZYRUSP,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 2GB/Day,Daily Unlimited,$2.40 ,$4.80 ,BA,2,1,BA_2_Daily,BA,PP15OIUZO,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 3GB 30Days,Data in Total,$4.35 ,$8.70 ,BA,3,30,BA_3_30,BA,PM8VIQATX,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Bosnia and Herzegovina,Bosnia and Herzegovina 500MB/Day,Daily Unlimited,$0.87 ,$1.74 ,BA,0,1,BA_0.5_Daily,BA,P5F9GWLE1,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Brazil,Brazil 100MB 7Days,Data in Total,$0.30 ,$0.60 ,BR,0,7,BR_0.1_7,BR,PTN42GL18,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Brazil,Brazil 2GB/Day,Daily Unlimited,$3.21 ,$6.42 ,BR,2,1,BR_2_Daily,BR,PPNNVC3TZ,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Brazil,Brazil 3GB 30Days,Data in Total,$5.30 ,$10.60 ,BR,3,30,BR_3_30,BR,PWUJG82CJ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Brazil,Brazil 500MB 7Days,Data in Total,$1.30 ,$2.60 ,BR,0,7,BR_0.5_7,BR,PDMS0E5SJ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Brunei Darussalam,Brunei Darussalam 2GB/Day,Daily Unlimited,$7.95 ,$15.90 ,BN,2,1,BN_2_Daily,BN,P0RVEBE6R,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Brunei Darussalam,Brunei Darussalam 3GB/Day,Daily Unlimited,$12.79 ,$25.58 ,BN,3,1,BN_3_Daily,BN,PKC2I6DLP,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Bulgaria,Bulgaria 1GB/Day,Daily Unlimited,$0.80 ,$1.60 ,BG,1,1,BG_1_Daily,BG,P59XXGYFY,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Bulgaria,Bulgaria 2GB/Day,Daily Unlimited,$1.40 ,$2.80 ,BG,2,1,BG_2_Daily,BG,PTGN0AGAT,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Bulgaria,Bulgaria 500MB/Day,Daily Unlimited,$0.50 ,$1.00 ,BG,0,1,BG_0.5_Daily,BG,PEZ3PBWS2,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Cambodia,Cambodia 100MB 7Days,Data in Total,$0.30 ,$0.60 ,KH,0,7,KH_0.1_7,KH,P04JLSJF8,First Installation,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Cambodia,Cambodia 2GB/Day,Daily Unlimited,$2.00 ,$4.00 ,KH,2,1,KH_2_Daily,KH,PTHGTDVN0,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Cambodia,Cambodia 3GB/Day,Daily Unlimited,$3.00 ,$6.00 ,KH,3,1,KH_3_Daily,KH,PSCRCRVIF,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Cambodia,Cambodia 500MB 7Days,Data in Total,$0.70 ,$1.40 ,KH,0,7,KH_0.5_7,KH,P8X892WLZ,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Cameroon,Cameroon 10GB 30Days,Data in Total,$40.49 ,$80.98 ,CM,10,30,CM_10_30,CM,P3LARHL75,First Network Connection,180,3G/4G,Non-reloadable,
Single,Cameroon,Cameroon 20GB 30Days,Data in Total,$72.54 ,$145.08 ,CM,20,30,CM_20_30,CM,PTIWPH4RV,First Network Connection,180,3G/4G,Non-reloadable,
Single,Canada,Canada 100MB 7Days,Data in Total,$0.30 ,$0.60 ,CA,0,7,CA_0.1_7,CA,PT73ZDYVK,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Canada,Canada 10GB/Day,Daily Unlimited,$9.60 ,$19.20 ,CA,10,1,CA_10_Daily,CA,PKH1BH2G4,First Network Connection,180,3G/4G,Non-reloadable,PL
Single,Canada,Canada 500MB 7Days,Data in Total,$0.80 ,$1.60 ,CA,0,7,CA_0.5_7,CA,PIORZG0R5,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,PL
Single,Cape Verde,Cape Verde 10GB 30Days,Data in Total,$71.18 ,$142.36 ,CV,10,30,CV_10_30,CV,PVRB9RMW5,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Cape Verde,Cape Verde 10GB/Day,Daily Unlimited,$45.05 ,$90.10 ,CV,10,1,CV_10_Daily,CV,P9CE5OMVS,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Cape Verde,Cape Verde 1GB 7Days,Data in Total,$8.78 ,$17.56 ,CV,1,7,CV_1_7,CV,PPFATGR3K,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Cape Verde,Cape Verde 1GB/Day,Daily Unlimited,$8.29 ,$16.58 ,CV,1,1,CV_1_Daily,CV,PVZBPK427,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Cape Verde,Cape Verde 20GB 30Days,Data in Total,$144.84 ,$289.68 ,CV,20,30,CV_20_30,CV,PUE31Z9U2,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Cape Verde,Cape Verde 2GB/Day,Daily Unlimited,$15.60 ,$31.20 ,CV,2,1,CV_2_Daily,CV,PXAM35D8A,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Cape Verde,Cape Verde 3GB 15Days,Data in Total,$23.40 ,$46.80 ,CV,3,15,CV_3_15,CV,P39WF0WX1,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Cape Verde,Cape Verde 3GB 30Days,Data in Total,$24.86 ,$49.72 ,CV,3,30,CV_3_30,CV,PXFRDYGZJ,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Cape Verde,Cape Verde 500MB/Day,Daily Unlimited,$5.12 ,$10.24 ,CV,0,1,CV_0.5_Daily,CV,PJ92I7H43,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Cape Verde,Cape Verde 5GB 30Days,Data in Total,$39.00 ,$78.00 ,CV,5,30,CV_5_30,CV,PSX4ME2H6,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Cayman Islands,Cayman Islands 10GB 30Days,Data in Total,$45.84 ,$91.68 ,KY,10,30,KY_10_30,KY,PCE87XXRF,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Cayman Islands,Cayman Islands 1GB 7Days,Data in Total,$5.65 ,$11.30 ,KY,1,7,KY_1_7,KY,PK93SBDBR,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Cayman Islands,Cayman Islands 1GB/Day,Daily Unlimited,$5.34 ,$10.68 ,KY,1,1,KY_1_Daily,KY,PT9HEPLSA,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Cayman Islands,Cayman Islands 20GB 30Days,Data in Total,$84.14 ,$168.28 ,KY,20,30,KY_20_30,KY,PXR6X2UVA,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Cayman Islands,Cayman Islands 2GB/Day,Daily Unlimited,$10.00 ,$20.00 ,KY,2,1,KY_2_Daily,KY,P47N09B8R,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Cayman Islands,Cayman Islands 3GB 15Days,Data in Total,$15.07 ,$30.14 ,KY,3,15,KY_3_15,KY,P8VDKKJSB,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Cayman Islands,Cayman Islands 3GB 30Days,Data in Total,$16.01 ,$32.02 ,KY,3,30,KY_3_30,KY,PNXH8MHBY,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Cayman Islands,Cayman Islands 500MB/Day,Daily Unlimited,$3.22 ,$6.44 ,KY,0,1,KY_0.5_Daily,KY,P089AN0P9,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Cayman Islands,Cayman Islands 5GB 30Days,Data in Total,$25.12 ,$50.24 ,KY,5,30,KY_5_30,KY,P7SKZOMJ1,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Chad,Chad 10GB/Day,Daily Unlimited,$35.65 ,$71.30 ,TD,10,1,TD_10_Daily,TD,PMNXNGRQH,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Chad,Chad 3GB 30Days,Data in Total,$12.40 ,$24.80 ,TD,3,30,TD_3_30,TD,PINU8CQ2D,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Chile,Chile 100MB 7Days,Data in Total,$0.57 ,$1.14 ,CL,0,7,CL_0.1_7,CL,PMQYGG8GO,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Chile,Chile 10GB/Day,Daily Unlimited,$12.38 ,$24.76 ,CL,10,1,CL_10_Daily,CL,PXJ1B4RY5,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Chile,Chile 1GB/Day,Daily Unlimited,$1.84 ,$3.68 ,CL,1,1,CL_1_Daily,CL,P6EASV493,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Chile,Chile 2GB/Day,Daily Unlimited,$3.21 ,$6.42 ,CL,2,1,CL_2_Daily,CL,PQ795FC96,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Chile,Chile 3GB 30Days,Data in Total,$5.30 ,$10.60 ,CL,3,30,CL_3_30,CL,PE362ZII0,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Chile,Chile 500MB 7Days,Data in Total,$1.02 ,$2.04 ,CL,0,7,CL_0.5_7,CL,PPOB1J6C1,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Chile,Chile 500MB/Day,Daily Unlimited,$1.18 ,$2.36 ,CL,0,1,CL_0.5_Daily,CL,PGB1YO6FF,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,China mainland,China 10GB/Day,Daily Unlimited,$5.00 ,$10.00 ,CN,10,1,CN_10_Daily,CN,POD4NMN5I,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,China mainland,China 500MB/Day,Daily Unlimited,$0.50 ,$1.00 ,CN,0,1,CN_0.5_Daily,CN,PZ60GWHNI,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,China mainland,China mainland 100MB 7Days,Data in Total,$0.30 ,$0.60 ,CN,0,7,CN_0.1_7,CN,PLSSSXN2L,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,China mainland,China mainland 500MB 7Days,Data in Total,$0.40 ,$0.80 ,CN,0,7,CN_0.5_7,CN,PW9DB7WEK,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Colombia,Colombia 100MB 7Days,Data in Total,$0.56 ,$1.12 ,CO,0,7,CO_0.1_7,CO,PPHO2UDYS,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,NL
Single,Colombia,Colombia 1GB/Day,Daily Unlimited,$2.65 ,$5.30 ,CO,1,1,CO_1_Daily,CO,PQXJ02THM,First Network Connection,180,3G/4G/5G,Non-reloadable,NL
Single,Colombia,Colombia 2GB/Day,Daily Unlimited,$4.75 ,$9.50 ,CO,2,1,CO_2_Daily,CO,PDOHQ3L9A,First Network Connection,180,3G/4G/5G,Non-reloadable,NL
Single,Colombia,Colombia 3GB 30Days,Data in Total,$7.00 ,$14.00 ,CO,3,30,CO_3_30,CO,PHX3BYM8E,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL
Single,Colombia,Colombia 3GB/Day,Daily Unlimited,$6.76 ,$13.52 ,CO,3,1,CO_3_Daily,CO,PXVAHE102,First Network Connection,180,3G/4G/5G,Non-reloadable,NL
Single,Colombia,Colombia 500MB 7Days,Data in Total,$1.58 ,$3.16 ,CO,0,7,CO_0.5_7,CO,PB36IRVNM,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,NL
Single,Colombia,Colombia 500MB/Day,Daily Unlimited,$1.38 ,$2.76 ,CO,0,1,CO_0.5_Daily,CO,P9OMFEGJJ,First Network Connection,180,3G/4G/5G,Non-reloadable,NL
Single,Costa Rica,Costa Rica 1GB/Day,Daily Unlimited,$2.40 ,$4.80 ,CR,1,1,CR_1_Daily,CR,PU23HBI0J,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Costa Rica,Costa Rica 2GB/Day,Daily Unlimited,$4.20 ,$8.40 ,CR,2,1,CR_2_Daily,CR,P9SN3NHU8,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Single,Costa Rica,Costa Rica 3GB 30Days,Data in Total,$5.50 ,$11.00 ,CR,3,30,CR_3_30,CR,PGHZVEQV6,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Costa Rica,Costa Rica 500MB/Day,Daily Unlimited,$0.80 ,$1.60 ,CR,0,1,CR_0.5_Daily,CR,P3J2KL1FT,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Croatia,Croatia 1GB/Day,Daily Unlimited,$0.80 ,$1.60 ,HR,1,1,HR_1_Daily,HR,P3C8CYU5D,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Croatia,Croatia 2GB/Day,Daily Unlimited,$1.50 ,$3.00 ,HR,2,1,HR_2_Daily,HR,PJF1UAJYX,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Croatia,Croatia 500MB/Day,Daily Unlimited,$0.50 ,$1.00 ,HR,0,1,HR_0.5_Daily,HR,PV1EZMB3M,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Curaçao,Curaçao 10GB 30Days,Data in Total,$37.58 ,$75.16 ,CW,10,30,CW_10_30,CW,PVOHGU8C1,First Network Connection,180,3G/4G,Non-reloadable,
Single,Curaçao,Curaçao 1GB 7Days,Data in Total,$4.63 ,$9.26 ,CW,1,7,CW_1_7,CW,P7ZLYSGNT,First Network Connection,180,3G/4G,Non-reloadable,
Single,Curaçao,Curaçao 20GB 30Days,Data in Total,$68.98 ,$137.96 ,CW,20,30,CW_20_30,CW,PQ9XSOQVS,First Network Connection,180,3G/4G,Non-reloadable,
Single,Curaçao,Curaçao 3GB 15Days,Data in Total,$12.36 ,$24.72 ,CW,3,15,CW_3_15,CW,PTZNAAKKF,First Network Connection,180,3G/4G,Non-reloadable,
Single,Curaçao,Curaçao 5GB 30Days,Data in Total,$20.59 ,$41.18 ,CW,5,30,CW_5_30,CW,PJHNQYUCM,First Network Connection,180,3G/4G,Non-reloadable,
Single,Cyprus,Cyprus 1GB/Day,Daily Unlimited,$0.80 ,$1.60 ,CY,1,1,CY_1_Daily,CY,PTQUYUAC4,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Cyprus,Cyprus 2GB/Day,Daily Unlimited,$1.40 ,$2.80 ,CY,2,1,CY_2_Daily,CY,PNULBHHBS,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Cyprus,Cyprus 500MB/Day,Daily Unlimited,$0.50 ,$1.00 ,CY,0,1,CY_0.5_Daily,CY,PR2QG6WHD,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Czech Republic,Czech Republic 1GB/Day,Daily Unlimited,$0.80 ,$1.60 ,CZ,1,1,CZ_1_Daily,CZ,PLSMCMC60,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Czech Republic,Czech Republic 2GB/Day,Daily Unlimited,$1.50 ,$3.00 ,CZ,2,1,CZ_2_Daily,CZ,P0Z4X92BZ,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Czech Republic,Czech Republic 500MB/Day,Daily Unlimited,$0.50 ,$1.00 ,CZ,0,1,CZ_0.5_Daily,CZ,P5RX9H6NB,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Democratic Republic of the Congo,Democratic Republic of the Congo 20GB 30Days,Data in Total,$78.23 ,$156.46 ,CD,20,30,CD_20_30,CD,PLH4XD0VN,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Democratic Republic of the Congo,Democratic Republic of the Congo 2GB/Day,Daily Unlimited,$8.17 ,$16.34 ,CD,2,1,CD_2_Daily,CD,PIKTUR9KS,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Single,Democratic Republic of the Congo,Democratic Republic of the Congo 3GB 30Days,Data in Total,$14.89 ,$29.78 ,CD,3,30,CD_3_30,CD,PM7TZQIMF,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,IL
Single,Democratic Republic of the Congo,Democratic Republic of the Congo 500MB/Day,Daily Unlimited,$2.99 ,$5.98 ,CD,0,1,CD_0.5_Daily,CD,PB7OUGW5Q,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Single,Denmark,Denmark 10GB/Day,Daily Unlimited,$4.50 ,$9.00 ,DK,10,1,DK_10_Daily,DK,PC0KYTX7N,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Denmark,Denmark 1GB/Day,Daily Unlimited,$0.80 ,$1.60 ,DK,1,1,DK_1_Daily,DK,PRH1UOA37,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Denmark,Denmark 2GB/Day,Daily Unlimited,$1.40 ,$2.80 ,DK,2,1,DK_2_Daily,DK,PHNMQSROO,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Denmark,Denmark 3GB/Day,Daily Unlimited,$2.09 ,$4.18 ,DK,3,1,DK_3_Daily,DK,PSRD9XWI9,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Denmark,Denmark 500MB/Day,Daily Unlimited,$0.50 ,$1.00 ,DK,0,1,DK_0.5_Daily,DK,PQDR977DM,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Dominica,Dominica 10GB 30Days,Data in Total,$42.23 ,$84.46 ,DM,10,30,DM_10_30,DM,P6S2XR3BP,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Dominica,Dominica 10GB/Day,Daily Unlimited,$37.60 ,$75.20 ,DM,10,1,DM_10_Daily,DM,PVC1ZA44U,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Dominica,Dominica 1GB 7Days,Data in Total,$5.21 ,$10.42 ,DM,1,7,DM_1_7,DM,PQT943NBY,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Dominica,Dominica 1GB/Day,Daily Unlimited,$4.92 ,$9.84 ,DM,1,1,DM_1_Daily,DM,PXHJ1U2XP,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Dominica,Dominica 20GB 30Days,Data in Total,$77.52 ,$155.04 ,DM,20,30,DM_20_30,DM,PVNJC0R7M,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Dominica,Dominica 2GB/Day,Daily Unlimited,$9.26 ,$18.52 ,DM,2,1,DM_2_Daily,DM,PZQQXAIZU,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Dominica,Dominica 3GB 15Days,Data in Total,$13.88 ,$27.76 ,DM,3,15,DM_3_15,DM,P9TQ8Q5ER,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Dominica,Dominica 3GB 30Days,Data in Total,$14.75 ,$29.50 ,DM,3,30,DM_3_30,DM,P29OESJ5J,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Dominica,Dominica 500MB/Day,Daily Unlimited,$3.04 ,$6.08 ,DM,0,1,DM_0.5_Daily,DM,P6GINDJK2,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Dominica,Dominica 5GB 30Days,Data in Total,$23.14 ,$46.28 ,DM,5,30,DM_5_30,DM,P0927KK7J,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK
Single,Dominican Republic,Dominican Republic 100MB 7Days,Data in Total,$0.58 ,$1.16 ,DO,0,7,DO_0.1_7,DO,PSW0PJJ42,First Installation,180,3G,Data Reloadable for same area within validitity,
Single,Dominican Republic,Dominican Republic 1GB/Day,Daily Unlimited,$5.60 ,$11.20 ,DO,1,1,DO_1_Daily,DO,PA32H7KFJ,First Network Connection,180,3G,Non-reloadable,
Single,Dominican Republic,Dominican Republic 2GB/Day,Daily Unlimited,$11.00 ,$22.00 ,DO,2,1,DO_2_Daily,DO,PRENIM469,First Network Connection,180,3G,Non-reloadable,
Single,Dominican Republic,Dominican Republic 3GB 30Days,Data in Total,$5.80 ,$11.60 ,DO,3,30,DO_3_30,DO,PVH90GG32,First Network Connection,180,3G,Data Reloadable for same area within validitity,
Single,Dominican Republic,Dominican Republic 500MB 7Days,Data in Total,$3.10 ,$6.20 ,DO,0,7,DO_0.5_7,DO,P1P67TYB0,First Network Connection,180,3G,Data Reloadable for same area within validitity,
Single,Dominican Republic,Dominican Republic 500MB/Day,Daily Unlimited,$3.00 ,$6.00 ,DO,0,1,DO_0.5_Daily,DO,PFWU44064,First Network Connection,180,3G,Non-reloadable,
Single,Ecuador,Ecuador 10GB/Day,Daily Unlimited,$9.90 ,$19.80 ,EC,10,1,EC_10_Daily,EC,PTLAFITLY,First Network Connection,180,3G/4G,Non-reloadable,UK
Single,Egypt,Egypt 100MB 7Days,Data in Total,$0.30 ,$0.60 ,EG,0,7,EG_0.1_7,EG,PXG3YL37H,First Installation,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,Egypt,Egypt 20GB 30Days,Data in Total,$21.00 ,$42.00 ,EG,20,30,EG_20_30,EG,PIXA8CXUL,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,Egypt,Egypt 2GB/Day,Daily Unlimited,$2.80 ,$5.60 ,EG,2,1,EG_2_Daily,EG,PZ23T9OT0,First Network Connection,180,3G/4G/5G,Non-reloadable,FR/NL
Single,Egypt,Egypt 3GB 30Days,Data in Total,$4.70 ,$9.40 ,EG,3,30,EG_3_30,EG,PNLOUKFKT,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,Egypt,Egypt 3GB/Day,Daily Unlimited,$4.18 ,$8.36 ,EG,3,1,EG_3_Daily,EG,PG7AP9H4F,First Network Connection,180,3G/4G/5G,Non-reloadable,FR/NL
Single,Egypt,Egypt 500MB 7Days,Data in Total,$1.00 ,$2.00 ,EG,0,7,EG_0.5_7,EG,PA9ETM2M0,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,FR/NL
Single,El Salvador,El Salvador 100MB 7Days,Data in Total,$0.57 ,$1.14 ,SV,0,7,SV_0.1_7,SV,P5LC2VD5D,First Installation,180,3G/4G,Data Reloadable for same area within validitity,PL
Single,El Salvador,El Salvador 500MB 7Days,Data in Total,$1.35 ,$2.70 ,SV,0,7,SV_0.5_7,SV,PNPJOTSWS,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,PL
Single,Estonia,Estonia 1GB/Day,Daily Unlimited,$0.80 ,$1.60 ,EE,1,1,EE_1_Daily,EE,PQ9HV94GM,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Estonia,Estonia 2GB/Day,Daily Unlimited,$1.40 ,$2.80 ,EE,2,1,EE_2_Daily,EE,P5BKBFK5M,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Estonia,Estonia 500MB/Day,Daily Unlimited,$0.50 ,$1.00 ,EE,0,1,EE_0.5_Daily,EE,PWPW36V1P,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,Eswatini,Eswatini 2GB/Day,Daily Unlimited,$14.19 ,$28.38 ,SZ,2,1,SZ_2_Daily,SZ,PUOVL5PBU,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Single,Eswatini,Eswatini 3GB 30Days,Data in Total,$23.00 ,$46.00 ,SZ,3,30,SZ_3_30,SZ,PJ6IFTM00,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,UK/NO
Single,Eswatini,Eswatini 500MB/Day,Daily Unlimited,$5.20 ,$10.40 ,SZ,0,1,SZ_0.5_Daily,SZ,PI6BDIBDE,First Network Connection,180,3G/4G,Non-reloadable,UK/NO
Single,Faroe Islands,Faroe Islands 10GB 30Days,Data in Total,$16.62 ,$33.24 ,FO,10,30,FO_10_30,FO,PZR8PWMR8,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Faroe Islands,Faroe Islands 10GB/Day,Daily Unlimited,$11.52 ,$23.04 ,FO,10,1,FO_10_Daily,FO,PW3YN21HT,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Faroe Islands,Faroe Islands 1GB 7Days,Data in Total,$2.05 ,$4.10 ,FO,1,7,FO_1_7,FO,P2EFNHGYX,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Faroe Islands,Faroe Islands 1GB/Day,Daily Unlimited,$1.82 ,$3.64 ,FO,1,1,FO_1_Daily,FO,P44K0X94U,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Faroe Islands,Faroe Islands 20GB 30Days,Data in Total,$30.51 ,$61.02 ,FO,20,30,FO_20_30,FO,PJZLJ0Q0C,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Faroe Islands,Faroe Islands 2GB/Day,Daily Unlimited,$3.19 ,$6.38 ,FO,2,1,FO_2_Daily,FO,PLM4RXQ20,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Faroe Islands,Faroe Islands 3GB 15Days,Data in Total,$5.46 ,$10.92 ,FO,3,15,FO_3_15,FO,PI3V1NAAD,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Faroe Islands,Faroe Islands 3GB 30Days,Data in Total,$5.81 ,$11.62 ,FO,3,30,FO_3_30,FO,PWFJ559XB,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
Single,Faroe Islands,Faroe Islands 500MB/Day,Daily Unlimited,$1.17 ,$2.34 ,FO,0,1,FO_0.5_Daily,FO,PJV1779LN,First Network Connection,180,3G/4G/5G,Non-reloadable,UK
Single,Faroe Islands,Faroe Islands 5GB 30Days,Data in Total,$9.11 ,$18.22 ,FO,5,30,FO_5_30,FO,PIMAPSJ1X,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK
